num,speaker,sentence
ep01-0303,이일화,"옆집이다, 아가 고3이라꼬 테레비소리좀 줄이란다"
ep01-0304,성동일,아니 뭐 저 아줌씨는 무슨 귓구멍이 소머즈 귓구멍인가그래 여기서 저렇게 나오는 소리가 어떻게 저집까지 들린대
ep01-0305,이일화,하이고 참말로 인심도 박복하다이..서울사람 깍쟁이라 카드만 이래가꼬 우리 서울서 살긋나
ep01-0306,쓰레기,그래도 뭐 가끔씩 좋은사람 있습니더 어무이
ep01-0307,성동일,콱 죽여불러 그냥 아 그나저나 삼천폰가 사천얘 진짜 뭔일 나분거 아니여? 아따.. 아 그리고 참 나정이 이년은 시방 지금 몇신데 아직까지 안들어왔으면 좋것구만 꼴배기싫은년 아주..
ep01-0308,보조출연,"언니, 진짜 상민오빠 올때까지 죽때릴꺼야? 오늘 상민오빠 안들어올거 같은디.. 그냥 내일오자"
ep01-0309,성나정,요 사진기 오늘아이믄 안된다 내 우리아빠한테 사정사정해가 빌맀는데 또 언제빌리줄줄알고 오늘 무신일이 있어도 사진찍고가야대 오빠 뒤통수라도 찍고갈끼다
ep01-0310,보조출연,언니 근데 저여자 누구야 아까 언니가 아는척했자나
ep01-0311,보조출연,우씨 난 얼굴에 커튼쳐서 정대만인줄 알았다
ep01-0312,성나정,자 우리집에서 하숙하는 딸래민데 서태지 기다리는 갑네
ep01-0313,보조출연,서태지요?
ep01-0314,성나정,"응, 자도 빠순이잖아 서태지 빠순이"
ep01-0315,보조출연,서태지 집도 여 근처긴 하지
ep01-0316,보조출연,허 저차아냐
ep01-0317,보조출연,맞다맞다.. 맞는데?
ep01-0318,성나정,"어야, 기다! 기다,기다! 맞다맞다맞다 오빠~ 오빠 안녕하세요 어, 오빠, 오빠! 으어??오빠 오빠 !"
ep01-0319,보조출연,언니 찍었어?
ep01-0320,성나정,찍었다 찍었어 
ep01-0321,보조출연,"어두워서 하나도 안찍혔을거 같은데,"
ep01-0322,성나정,"후라시, 니 후라시 모르나 후라시 뒤는 조금 날리도 아마 얼굴은 잘나왔을기야 고마 딱 36방 다 찍었네 오늘 완전 땡잡았대이.. 크크 우짜노.. 자는 서태진줄 아는갑다 아 실망이 클낀데"
ep01-0323,보조출연,"언니, 혹시 저 차 서태지아냐?"
ep01-0324,성나정,서태지기는 내 눈이 얼마나 매서븐데. 맞다 거 아까 상민오빠 타고간차 맞다 검은색 그랜져.
ep01-0325,효과음,(통화중)
ep01-0326,이일화,따로 연락없었슴니꺼 여도 아직 연락없었는데..혹시 서울서 만날만한 친구 없습니까..올때가 지났는데..삼천포가?
ep01-0327,성나정,내다
ep01-0328,이일화,아입니더 우리딸이네예..쪼매 더 기다리보고 그래도 안오면 찾으러 나가봐야 되겠으예.아이고 별일없을낍니다 걱정마이소. 예예..임마이거 왜이래 안오노..
ep01-0329,성나정,오빠!!!!! 씨익..씨익.. 미친것이 진짜.. 돌았나 진짜..
ep01-0330,이일화,아따 우리아들내미 야무지게 갔다놨네
ep01-0331,성나정,엄마!
ep01-0332,이일화,아 시끄럽다 빨래돌리구러 옷이나 벗어내놔라 오빠야것도 싹다 걷어오고
ep01-0333,성나정,훗 뭔데
ep01-0334,쓰레기,뭘
ep01-0335,성나정,뭔짓이냐고
ep01-0336,쓰레기,뭣을
ep01-0337,성나정,니 요새 욕구불만이가
ep01-0338,쓰레기,이 가시내 오빠한테 이거
ep01-0339,성나정,브라자랑빤스랑 니가그랬제
ep01-0340,쓰레기,왜 고마워 어? 야 오빠가 여동생 빤쮸까지 챙겨줬으믄 네 고맙습니다 그래야지 이 세상천지에 내같은 오빠 어데있어
ep01-0341,성나정,유치하구로 그나이먹고그래 살고싶나 니 몇살이고
ep01-0342,쓰레기,내나이는 스물만다슷짤~ 다짤~ 다짤~ 나가라오빠 잘끼다
ep01-0343,성나정,옷줘라
ep01-0344,쓰레기,무슨옷
ep01-0345,성나정,엄마가 빨래돌린다고 옷 다 내노란다 벗어라 얼른
ep01-0346,쓰레기,음음~빨거없다
ep01-0347,성나정,니 그티 5일째거든 냄새안나나
ep01-0348,쓰레기,어 안나네. 아 뭐하노 하지마라
ep01-0349,성나정,벗어라 얼른 벗어라!
ep01-0350,쓰레기,아 아프다
ep01-0351,성나정,아씨 벗으라고 씨 벗으라고
ep01-0352,쓰레기,아쫌 하지마라고 쫌
ep01-0353,성나정,벗어라!
ep01-0354,쓰레기,아 진짜 씨
ep01-0355,성나정,벗어라
ep01-0356,쓰레기,뭘 또 벗어
ep01-0357,성나정,바지
ep01-0358,쓰레기,장난하나
ep01-0359,성나정,장난하기는
ep01-0360,쓰레기,아 제발하지마라
ep01-0361,성나정,벗어라 바지 벗어라! 벗어라고 씨
ep01-0362,쓰레기,아 하지마라 하지마라 쫌
ep01-0363,성나정,벗어!
ep01-0364,쓰레기,아 오빠 쫌 힘들게하지마라 쫌 하 진짜 좀 정신병자야 가라! 하씨..
ep01-0365,성나정,빤쓰
ep01-0366,쓰레기,아 정신병자가 그만해라 화낸다 오빠 하자마라 정아 정아 하지마라..
ep01-0367,성나정,벗어라
ep01-0368,쓰레기,아 정아..
ep01-0369,성나정,벗어라!
ep01-0370,쓰레기,하지마라
ep01-0371,성나정,벗어라고!
ep01-0372,쓰레기,아 정아 하지마라 하 진짜 하지마라 거기 하지마 이씨 하씨 진짜...
ep01-0373,성나정,내 여동생이 오빠 빤스까지 챙기주마 예 고맙습니다 해야지 어? 세상천지에 내같은 여동생이어데있어. 내 간다 잘자자.
ep01-0374,쓰레기,흐윽..씨.. 정아! 정아!~~! 잠깐만 와봐
ep01-0375,성나정,왜 싫다
ep01-0376,쓰레기,아 빨리 잠깐만빨리 급하다 아 빨리 빨리 아 빨리 잠깐만 와봐 ~
ep01-0377,성나정,아와!!
ep01-0378,쓰레기,아 진짜 급하다 오빠지금 1초만 1초면된다. 아 급하다 빨리!
ep01-0379,성나정,와 뭔데
ep01-0380,쓰레기,불끄라 잘꺼다 내 지금부터 건드리지마라이. 건드리믄 대가리 다 쥐 뜯어뿐다진짜 째리보지말고 그양 돌아서가 너거방이 드가 자라니도그냥 지금 딱 좋다 내 지금 바로 잠들수 있다 지금 꿈속에서 만나요~ 안녕정아~ 지금 바로잔다 아 오지말고 가라 그냥 오지말고
ep01-0381,성나정,아쒸!!! 내가 하지말라꼬!! 하지말라꼬!
ep01-0382,쓰레기,아 잠만 나와바라 아 잠깐 나와봐 잠깐 나와보라니까
ep01-0383,성나정,우씨 하지말라고 이씨 !!
ep01-0384,쓰레기,똥쌌다 가시나야
ep01-0385,성나정,으아 똥싸라 똥싸!!
ep01-0386,효과음,전자동~
ep01-0387,효과음,대우 통 세탁기~ 전자통
ep01-0388,효과음,담요빨래 구석구석
ep01-0389,효과음,우로두번 좌로두번
ep01-0390,이일화,빨래 잘 돌맀제
ep01-0391,성나정,어
ep01-0392,이일화,우리도 저 봉 들어간걸로 바꾸까  만날 엉켜가 푸는게 일이다 아이가
ep01-0393,성나정,근데 삼천포 금마 아직도 안왔나
ep01-0394,이일화,어 안그래도 아부지가 지금 나가볼라꼬 있따아이가 그래도 그레이스백화점앞까지는 갔다온나이
ep01-0395,성동일,어어이. 아 그라고혹시 삼천폰가 뭔가하고 길이 좀 엇갈리믄 삐삐치소잉 열렬히사모
ep01-0396,효과음,(초인종)
ep01-0397,성나정,어 왔는갑다
ep01-0398,이일화,어이고 어이고 왔는갑네
ep01-0399,성동일,아 진작에 오지 이쉐키는그래.. 쯧 아따 또 옆집 여팬네구만 참말로
ep01-0400,성나정,왜 누군데
ep01-0401,성동일,아야 참 서울사람들은 해도해도 너무한다잉 아침부터 우리집 시끄럽다고 저래 대문을 미친듯이 드나든다
ep01-0402,성나정,맞나
ep01-0403,성동일,"참말로 생각할수록 성질나 죽것네 그냥 어? 서울사람들은 답답해서 우째 산대 오늘 그냥 확 하루그냥 콱 미친개 되부러....아 임자, 저 여펜네가 또 뭐라고 하던가 어? 아 인자는 저 세탁기 소리도 들린데? 내 귓구멍엔 하나도 안들린디 아 뭐라고 얘기하냐고 아 이사람아 경찰에 쇼부라도 한대? 아 뭐라고 했냐고"
ep01-0404,이일화,빨래 걷아란다 밖에 비온다꼬.. 퍼뜩 빨래 거다란다..나정아 니 퍼뜩나가서 빨래 걷아라
ep01-0405,성동일,아 임자.. 뭘 그렇게 찾아싸..
ep01-0406,이일화,찹쌀모찌 찾는다
ep01-0407,성동일,아 이 야밤에 뭔 찹쌀모찌여
ep01-0408,이일화,옆집 갖다 주그로..
ep01-0409,효과음,조용필 - 서울의 달
ep01-0410,효과음,화려한도시를 그리며 찾아왔네
ep01-0411,효과음,그곳은 춥고도 험한곳
ep01-0412,삼천포,잘왔다...별일은 무슨...어 밥뭇다...밥 뭇다......설렁탕 뭇다 설렁탕...친구 만났다.. 그래가 좀 늦었지 걱정안해도 된다 집앞이다.
ep01-0413,보조출연,(울아들... 서울 안춥나....)
ep01-0414,삼천포,안춥다. 뜨뜻..하다...
ep01-0415,보조출연,(내 생떼같은 새끼.. 객지내놓고 엄마가 우째 잠을자긋노..)
ep01-0416,삼천포,"와이라노.. 아이구마, 됐심니데이.."
ep01-0417,보조출연,(서울서 기죽지 말고 나쁜놈들하고 어블라 말고 돈 떨어지마 엄마한테 전화하고 밥은.. 아침저녁 꼭챙기묵고 댕기라 면 묵지말고 인스턴트 묵지말고 밥묵고 댕기라)
ep01-0418,삼천포,내가 뭐 아가..
ep01-0419,보조출연,(우리 착한아들.. 엄마가 오늘 우찌 자긋노..우리아들 서울에... 내라놓고..엄마가 우째 잠을 자긋노..)
ep01-0420,삼천포,나중에 전화하께
ep01-0421,보조출연,(우리아들.. 엄마가...사랑한다....)
ep01-0422,삼천포,"얼른자라. 어, 엄마도. 안녕히 주무세요...... 으응......"
ep01-0423,보조출연,잠시 검문 있겠습니다 학생증 부탁드립니다
ep01-0424,삼천포,그게 아직 안나와 가지고예
ep01-0425,보조출연,"그럼, 신분증 좀 보여주시겠습니까?"
ep01-0426,삼천포,예
ep01-0427,효과음,유한반대 비준거부!
ep01-0428,효과음,유한반대 비준거부 !
ep01-0429,보조출연,야야 조용안해?
ep01-0430,성동일,아따 저 욕보심니다이..아 저 우리 하숙생이 하나 왔다하든디..장국영이 닮았다든디…장국영이 닮았다고…
ep01-0431,보조출연,장국영이 닮았잖아요
ep01-0432,성동일,"어여 언능 들어와 저기저, 삼천포에서 온 장국영이 아참 거, 나이가..스무살.. 이셔 진짜로. 올라가세요"
ep01-0433,이일화,"어, 저기 2층에 안쪽방이다 올라가이소"
ep01-0434,이일화,올라가이소
ep01-0435,성동일,계단조심하세요~ 너랑 동갑이랴..
ep01-0436,이일화,"너 어무이가 소포 부칬드라 내 나서 그리 크고 좋은이불은 첨봤다 나랏님도 그리두껍고 좋은이불은 몬 덮어 봤을끼다 하기사 피같은 자식 띠놓는데 이불이 대수것나.. 20년을 품에서 키았는데. 오늘 너거 어무이, 어찌 주무시것노."
ep01-0437,효과음,응답하라1994 ost; 로이킴-서울이곳은
ep01-0438,효과음,아무래도 난 돌아가야겠어.
ep01-0439,효과음,이곳은 나에게 어울리지 않아
ep01-0440,삼천포,크학
ep01-0441,해태,"아 아줌마~ 아, 보일러 좀 줄어주믄 안된대요? 타죽겄네.. 타죽겄어.."
ep01-0442,독백,(삼천포) 서울의 첫번째 밤.
ep01-0443,독백,그 포근하면서도 서걱거리던 이불의 감촉과
ep01-0444,독백,뜨거우면서도 서늘했던 그 밤의 공기를 난 아직도 기억한다
ep01-0445,독백,1994의 서울이란 내게 딱 그랬다
ep01-0446,독백,분주하지만 외롭고
ep01-0447,독백,치열하지만 고단하며
ep01-0448,독백,뜨겁지만 차가운도시.
ep01-0449,독백,그리하여 정말 속을 알수 없는 도시.
ep01-0450,독백,"우린 당당히 서울시민이 되었지만 아직,"
ep01-0451,독백,서울사람은 될수없었다
ep01-0452,성동일,아야 인자 아부지 손아프다
ep01-0453,성나정,잠안온다 잘때까지만 만지도
ep01-0454,성동일,참 니 오늘도 이상민인가 뭔가 가 보고왔냐
ep01-0455,성나정,"응 오늘도 오빠들 숙소앞가지갔다왔다 아빠, 우리 서울올라오기 진짜 잘한거같다"
ep01-0456,성동일,우리 딸래미 서울에서 잘 살수있겄어
ep01-0457,성나정,으흥 와 몬사는데 사람사는게 다 똑같지머 근데 점마 삼천포는 좀 걱정이다잉..
ep01-0458,성동일,살다보만 다 적응하게 되있어야
ep01-0459,성나정,맞나
ep01-0460,성동일,응.. 이자 그만하자 팔모가지 틀어지것다
ep01-0461,성나정,쫌. 아직 안잔다고
ep01-0462,성동일,아따 가시내 이상한 버릇은 지엄마 다 닮아가꼬 니도 별스럽다잉 언능자
ep01-0463,독백,(나정) 도시도 사람도 모든게 두려웠던 스무살의 서울
ep01-0464,독백,그 낯선땅에서 우리가 이방인이 아닐수 있는 유일한 안식처는
ep01-0465,독백,우리 집 바로 이 곳
ep01-0466,독백,신촌하숙 뿐이었다.
ep01-0467,성동일,마이무라
ep01-0468,삼천포,고맙습니다
ep01-0469,쓰레기,어무이 다정이 어디갔슴니까
ep01-0470,이일화,"어, 아침부터 뭐 찾으러 간다고 나갔다 아들 밥풀띠라잉"
ep01-0471,해태,어우 배고파
ep01-0472,성동일,어 와라
ep01-0473,해태,우와 오늘도 진수성찬이네요잉
ep01-0474,이일화,얼른무라
ep01-0475,해태,옙
ep01-0476,쓰레기,순...창?
ep01-0477,해태,"순천, 형님 순천이요"
ep01-0478,쓰레기,아 맞다 고추장..고추장 고추장..
ep01-0479,해태,아따 형님 고추장은 순창이고요 형님 저는 순천요 순천 난 70번은 더 얘기한거 같은디
ep01-0480,이일화,아들 밑에 뭐 흘맀다이
ep01-0481,성동일,장국영이 서울에서 첫날밤은 푹 잤는가
ep01-0482,삼천포,예. 걱정을 끼쳐드려가 죄송합니다
ep01-0483,성동일,으응
ep01-0484,이일화,니도 컴퓨터 공학과라믄서 그람 우리 다정이캉 싹다 같은과네
ep01-0485,해태,"어, 여기 정대만이도 우리과래요? 난 몰랐는디"
ep01-0486,이일화,윤진아 니 머리좀 치아봐라 얼굴 좀 보구러 너거 과 친구들이다 보고 얼굴은 알고지내야안되것나
ep01-0487,해태,"야, 야니 다시 농구하고 싶어서 그냐. 아야"
ep01-0488,이일화,"아가 억스러 어둡네.. 너거들이 잘 챙겨줘야 되긋다. 여 삼천포, 국 좀 더주까"
ep01-0489,삼천포,아입니다 다 먹었습니다.
ep01-0490,해태,수고햐
ep01-0491,성나정,어댜댜댜댜댜댜 우리오빠야 사진나왔다 내가 다 구경시켜주꼐
ep01-0492,해태,누구 사진인디
ep01-0493,성나정,이상민사진 아이가 내 차타고 가는 이상민 후라시까지 터자가 찍었어 어데 보자잉 이거말고 이거아이고 이거말고..
ep01-0494,쓰레기,뭐고 다 흔들리가 잘 안보인다
ep01-0495,성나정,"있어봐라 있어봐라.. 봐라. 찍힜제? 찍힜다잉, 어?"
ep01-0496,해태,에이.. 얼굴 시커매가꼬 이상민인지 모르것다야
ep01-0497,성나정,"그래서 내가 바로 이담에 후라시키고 제대로 찍었다는거 아이가 어? 자, 기대하시라 두구두구두구 두구두구두구두구두구두구 따쟌~"
ep01-0498,쓰레기,어
ep01-0499,이일화,뭔데 누군데 이 누꼬 어서 마이 봤는데…에 엄마야.
ep01-0500,성나정,기대하시라.. 두구두구두구.. 따쟌~
ep01-0501,성나정,따쟌~
ep01-0502,쓰레기,어
ep01-0503,이일화,뭔데 누군데 이 누꼬 어서 마이 봤는데…에 엄마야.
ep01-0504,성나정,아나 진짜
ep01-0505,조윤진,이런 수박-
ep01-0506,효과음,(삐----;욕쓰는듯)
ep01-0507,조윤진,이런 샹놈 우리오빠 동네를 쳐 돌아댕기고 난리여 이런 쌍쌍바 확 반띠로 찢어불라니까
ep01-0508,효과음,(삐----;욕쓰는듯)
ep01-0509,독백,상상도 못 한 일들이가능했던 그곳은 서울 특별시였고
ep01-0510,독백,우린 스무살이었다.
ep01-0511,이일화,사림하숙이라고 안있나 딸이 서이 있었는데  싹다 하숙치던 법대생이랑 결혼시킷단다 그럼 우리도 하숙하는 아들중에서 사웃감좀 찾아보까
